seller_id,seller_zip_code_prefix,seller_city,seller_state,total_orders,total_products_sold,total_revenue,average_product_price,average_freight,average_review_score,average_delivery_time,seller_tier,seller_rating
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,26,27,5087.57,188.4285185185185,31.29407407407407,4.592592592592593,12.0,Top Seller,Not Rated
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,89,96,4476.9,46.634375,14.470104166666667,4.541666666666667,8.329787234042554,Top Seller,Not Rated
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,7,13,596.5500000000001,45.88846153846154,19.13769230769231,1.6923076923076923,22.416666666666668,Growing,Poor
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,52,55,2843.0,51.69090909090909,14.334545454545454,3.0,26.784313725490197,Established,Average
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,1,1,29.9,29.9,38.14,2.0,,Emerging,Poor
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,61,73,2004.89,27.464246575342468,12.923835616438357,4.602739726027397,8.315068493150685,Established,Not Rated
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,20,21,3118.4,148.4952380952381,27.915714285714287,4.0,14.0,Established,Good
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,45,47,3648.08,77.61872340425532,20.175744680851064,4.326086956521739,13.130434782608695,Top Seller,Not Rated
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,6,6,1304.67,217.44500000000002,31.560000000000002,3.5,12.0,Established,Not Rated
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,4,4,60.05,15.0125,7.39,3.5,5.0,Emerging,Not Rated
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,2,4,75.0,18.75,15.945,5.0,10.0,Emerging,Excellent
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,54,59,1425.2,24.15593220338983,12.409152542372881,4.559322033898305,7.0344827586206895,Established,Not Rated
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,10,12,871.8000000000001,72.65,20.768333333333334,4.416666666666667,6.833333333333333,Established,Not Rated
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,78,79,13602.73,172.18645569620253,30.895949367088612,4.089743589743589,14.051948051948052,Top Seller,Not Rated
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,3,4,896.0,224.0,12.3575,3.75,4.666666666666667,Established,Not Rated
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,1,1,161.0,161.0,40.34,5.0,13.0,Emerging,Excellent
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,4,8,125.2,15.65,8.255,1.375,13.0,Emerging,Poor
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,25,26,1650.98,63.49923076923077,14.908076923076923,4.5,10.346153846153847,Established,Not Rated
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,20,20,1718.3,85.91499999999999,19.176,4.1,13.35,Established,Not Rated
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,14,14,475.59999999999997,33.97142857142857,16.995,4.428571428571429,14.384615384615385,Growing,Not Rated
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,2,2,321.8,160.9,16.49,5.0,6.5,Growing,Excellent
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,7,10,4164.4,416.43999999999994,91.55,4.9,4.8,Top Seller,Not Rated
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,6,6,249.39999999999998,41.56666666666666,14.558333333333332,3.6,12.833333333333334,Growing,Not Rated
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,2,2,175.98,87.99,18.295,5.0,9.5,Emerging,Excellent
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,99,109,22873.21,209.8459633027523,19.064770642201836,3.073394495412844,20.784313725490197,Top Seller,Not Rated
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,1,1,29.9,29.9,17.14,5.0,11.0,Emerging,Excellent
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,12,13,2571.95,197.84230769230768,23.25153846153846,4.230769230769231,17.307692307692307,Established,Not Rated
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,3,3,627.0,209.0,55.446666666666665,3.6666666666666665,32.666666666666664,Growing,Not Rated
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,2,2,456.0,228.0,14.17,4.5,6.0,Growing,Not Rated
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,29,36,11900.9,330.5805555555555,20.96527777777778,3.242424242424242,19.333333333333332,Top Seller,Not Rated
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,61,73,2989.2999999999997,40.94931506849315,11.975479452054795,4.082191780821918,10.150684931506849,Established,Not Rated
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,43,44,4642.59,105.5134090909091,20.787499999999998,3.659090909090909,16.454545454545453,Top Seller,Not Rated
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,5,5,423.6,84.72,13.662,5.0,9.6,Growing,Excellent
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,14,15,346.59999999999997,23.106666666666666,13.926,3.466666666666667,13.846153846153847,Growing,Not Rated
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,5,5,257.25,51.45,38.826,4.4,8.4,Growing,Not Rated
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,14,14,745.0,53.214285714285715,16.143571428571427,4.0,13.857142857142858,Growing,Good
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,2,2,376.8,188.4,18.994999999999997,1.0,34.0,Growing,Poor
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,8,9,498.61,55.40111111111111,17.186666666666667,4.444444444444445,11.0,Growing,Not Rated
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,2,2,351.8,175.9,35.224999999999994,2.5,20.0,Growing,Not Rated
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,21,24,5264.19,219.34124999999997,19.925416666666667,4.541666666666667,10.375,Top Seller,Not Rated
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,42,45,1971.55,43.81222222222222,19.04688888888889,4.155555555555556,8.911111111111111,Established,Not Rated
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,22,22,3013.78,136.99,18.485,3.772727272727273,6.318181818181818,Established,Not Rated
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,44,45,3353.48,74.52177777777777,17.734222222222222,3.6444444444444444,13.30232558139535,Top Seller,Not Rated
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,3,4,159.6,39.9,15.24,4.5,9.0,Emerging,Not Rated
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,34,39,4449.0,114.07692307692308,16.213076923076922,4.128205128205129,7.102564102564102,Top Seller,Not Rated
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,162,181,25670.72,141.827182320442,16.573480662983428,4.1602209944751385,12.142045454545455,Top Seller,Not Rated
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,336,340,176431.87,518.9172647058823,18.59464705882353,4.206489675516224,10.832298136645962,Top Seller,Not Rated
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,1,1,35.0,35.0,10.96,1.0,,Emerging,Poor
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,2,2,289.8,144.9,18.65,5.0,7.0,Growing,Excellent
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,324,340,9771.43,28.7395,15.285294117647059,3.9017857142857144,12.792168674698795,Top Seller,Not Rated
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,4,4,1011.52,252.88,18.5775,4.5,9.0,Established,Not Rated
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,338,361,34725.43,96.1923268698061,18.990720221606647,4.421052631578948,10.810055865921788,Top Seller,Not Rated
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,8,9,1256.0,139.55555555555554,15.66,4.777777777777778,8.666666666666666,Established,Not Rated
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,2,2,84.0,42.0,10.82,4.5,5.0,Emerging,Not Rated
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,103,131,4752.51,36.27870229007634,17.09702290076336,3.3153846153846156,14.976744186046512,Top Seller,Not Rated
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,134,145,7094.09,48.92475862068966,14.284206896551725,4.222222222222222,8.13888888888889,Top Seller,Not Rated
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,2,3,1692.0,564.0,168.53333333333333,3.6666666666666665,11.333333333333334,Established,Not Rated
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,1,1,152.42,152.42,48.12,5.0,9.0,Emerging,Excellent
3296662b1331dea51e744505065ae889,15805,catanduva,SP,1,1,517.8,517.8,27.71,5.0,3.0,Growing,Excellent
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,21,30,1804.01,60.13366666666666,12.623666666666667,4.2592592592592595,8.2,Established,Not Rated
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,17,17,11702.1,688.3588235294118,19.217058823529413,4.294117647058823,11.705882352941176,Top Seller,Not Rated
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,82,89,9177.9,103.12247191011235,32.31438202247191,4.136363636363637,11.579545454545455,Top Seller,Not Rated
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,40,42,2148.49,51.1545238095238,20.165,3.9523809523809526,13.095238095238095,Established,Not Rated
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,60,60,19242.9,320.71500000000003,15.169,4.2,9.31578947368421,Top Seller,Not Rated
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,162,186,13248.87,71.23048387096775,18.13220430107527,4.135135135135135,11.497297297297298,Top Seller,Not Rated
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,13,15,2470.9,164.72666666666666,15.267999999999999,4.666666666666667,7.6,Established,Not Rated
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,1,1,119.9,119.9,13.94,5.0,1.0,Emerging,Excellent
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,50,50,17159.0,343.18,19.9846,3.9183673469387754,13.877551020408163,Top Seller,Not Rated
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,10,10,2943.51,294.351,23.992,3.9,11.333333333333334,Established,Not Rated
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,1,1,99.9,99.9,16.14,5.0,22.0,Emerging,Excellent
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,1,1,189.9,189.9,14.91,5.0,7.0,Emerging,Excellent
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,17,17,399.0,23.470588235294116,15.571764705882355,3.176470588235294,12.764705882352942,Growing,Not Rated
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,5,5,579.5,115.9,18.966,3.8,17.8,Growing,Not Rated
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,17,18,1118.6000000000001,62.14444444444445,16.755555555555556,3.9444444444444446,7.777777777777778,Established,Not Rated
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,11,12,1146.88,95.57333333333334,17.92,4.916666666666667,5.666666666666667,Established,Not Rated
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,60,80,5151.9,64.39874999999999,15.337,4.525,10.0125,Top Seller,Not Rated
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,4,4,749.6,187.4,23.5825,4.75,6.25,Growing,Not Rated
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,33,47,3522.0,74.93617021276596,16.992340425531914,3.8085106382978724,10.666666666666666,Top Seller,Not Rated
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,2,2,1218.9,609.45,21.910000000000004,4.5,6.0,Established,Not Rated
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,11,12,7401.94,616.8283333333333,26.8275,4.25,9.583333333333334,Top Seller,Not Rated
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,1,1,239.9,239.9,77.47,5.0,18.0,Growing,Excellent
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,2,2,159.8,79.9,10.760000000000002,4.5,2.5,Emerging,Not Rated
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,1,1,19.9,19.9,15.23,5.0,6.0,Emerging,Excellent
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,82,95,4190.72,44.11284210526316,19.55157894736842,4.336842105263158,10.76842105263158,Top Seller,Not Rated
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,6,7,349.9,49.98571428571428,12.674285714285714,3.7142857142857144,8.833333333333334,Growing,Not Rated
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,6,6,6080.0,1013.3333333333334,54.056666666666665,4.833333333333333,17.0,Top Seller,Not Rated
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,1,1,21.6,21.6,15.1,4.0,9.0,Emerging,Good
62760d278921b5f352461620d68a9cee,13320,salto,SP,3,3,397.0,132.33333333333334,17.7,3.6666666666666665,19.333333333333332,Growing,Not Rated
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,8,8,1063.92,132.99,14.713750000000001,4.625,5.875,Established,Not Rated
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,7,7,569.7,81.38571428571429,18.90857142857143,4.428571428571429,9.428571428571429,Growing,Not Rated
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,42,43,2323.3,54.03023255813954,16.377674418604652,4.3023255813953485,9.121951219512194,Established,Not Rated
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,2,2,596.26,298.13,28.745,1.5,28.0,Growing,Poor
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,2,2,52.0,26.0,18.28,5.0,5.0,Emerging,Excellent
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,182,220,17348.79,78.85813636363636,18.668363636363637,4.032110091743119,12.059633027522937,Top Seller,Not Rated
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,272,281,55350.55,196.97704626334522,21.648861209964412,4.317689530685921,10.16906474820144,Top Seller,Not Rated
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,1,1,269.9,269.9,43.71,5.0,13.0,Growing,Excellent
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,3,3,608.6,202.86666666666667,47.31,3.3333333333333335,16.333333333333332,Growing,Not Rated
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,19,22,1878.58,85.39,16.914545454545454,4.136363636363637,7.318181818181818,Established,Not Rated
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,144,153,18729.64,122.4159477124183,20.73392156862745,3.7565789473684212,12.741721854304636,Top Seller,Not Rated
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,1,1,179.9,179.9,8.52,5.0,5.0,Emerging,Excellent
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,10,10,293.2,29.32,14.107999999999999,3.5,13.7,Growing,Not Rated
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,1,1,185.0,185.0,51.79,1.0,,Emerging,Poor
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,3,3,228.4,76.13333333333334,16.30666666666667,5.0,5.333333333333333,Growing,Excellent
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,4,4,173.99,43.4975,7.9325,4.0,6.25,Emerging,Good
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,93,98,9731.85,99.3045918367347,13.701938775510204,4.336734693877551,9.03125,Top Seller,Not Rated
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,36,36,4088.0,113.55555555555556,30.56472222222222,3.7222222222222223,16.36111111111111,Top Seller,Not Rated
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,3,3,452.88,150.96,26.993333333333336,4.0,7.333333333333333,Growing,Good
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,21,24,8295.13,345.63041666666663,26.242500000000003,3.6041666666666665,12.909090909090908,Top Seller,Not Rated
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,17,20,5193.83,259.6915,35.766,2.95,10.0,Top Seller,Not Rated
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,6,6,1449.4,241.5666666666667,19.220000000000002,5.0,8.5,Established,Excellent
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,10,11,1349.1,122.64545454545454,26.816363636363636,4.2727272727272725,10.090909090909092,Established,Not Rated
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,8,8,801.89,100.23625,13.977500000000001,4.25,12.125,Growing,Not Rated
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,19,19,389.71999999999997,20.51157894736842,9.667368421052632,4.105263157894737,4.888888888888889,Growing,Not Rated
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,42,80,10930.02,136.62525,18.57375,3.35,14.810126582278482,Top Seller,Not Rated
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,3,9,302.1,33.56666666666667,12.86888888888889,3.2222222222222223,8.666666666666666,Growing,Not Rated
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,1,1,8.0,8.0,14.52,1.0,,Emerging,Poor
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,32,40,12759.45,318.98625000000004,15.257750000000001,3.725,8.717948717948717,Top Seller,Not Rated
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,22,23,3446.9,149.86521739130436,26.19391304347826,4.608695652173913,11.217391304347826,Top Seller,Not Rated
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,4,11,2969.7,269.97272727272724,43.902727272727276,3.1818181818181817,18.454545454545453,Established,Not Rated
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,3,3,253.70000000000002,84.56666666666668,16.12,2.6666666666666665,39.666666666666664,Growing,Not Rated
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,4,4,368.6,92.15,16.255,3.5,12.0,Growing,Not Rated
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,5,9,716.9,79.65555555555555,23.35,4.777777777777778,9.777777777777779,Growing,Not Rated
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,1,1,25.99,25.99,37.09,5.0,9.0,Emerging,Excellent
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,1,1,69.9,69.9,9.62,1.0,,Emerging,Poor
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,4,4,119.69999999999999,29.924999999999997,17.494999999999997,4.0,6.0,Emerging,Good
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,2,2,158.88,79.44,21.195,5.0,6.5,Emerging,Excellent
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,5,5,519.99,103.998,17.394,3.6,7.6,Growing,Not Rated
b18dc380845b24038cfc48006478f099,9951,diadema,SP,44,54,8353.3,154.69074074074072,16.58574074074074,3.9245283018867925,13.520833333333334,Top Seller,Not Rated
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,8,8,439.94,54.9925,16.8625,4.0,17.625,Growing,Good
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,1,1,89.9,89.9,33.08,4.0,12.0,Emerging,Good
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,28,31,1649.01,53.19387096774194,14.132903225806452,4.3,9.6,Established,Not Rated
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,48,48,4819.76,100.41166666666668,11.875,4.291666666666667,10.319148936170214,Top Seller,Not Rated
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,11,11,1521.21,138.29181818181817,25.241818181818186,4.4,12.4,Established,Not Rated
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,5,5,4398.5,879.7,27.074,4.2,7.8,Top Seller,Not Rated
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,2,8,706.4000000000001,88.30000000000001,26.5,4.75,18.0,Growing,Not Rated
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,2,2,677.0,338.5,17.125,4.5,9.5,Growing,Not Rated
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,SP,1,1,12.5,12.5,7.39,1.0,3.0,Emerging,Poor
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,30,30,3883.05,129.435,19.361,4.833333333333333,9.166666666666666,Top Seller,Not Rated
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,8,8,634.2,79.275,18.05375,4.625,10.125,Growing,Not Rated
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,29,29,6241.0,215.20689655172413,22.47344827586207,3.8275862068965516,13.321428571428571,Top Seller,Not Rated
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,6,6,335.0,55.833333333333336,15.293333333333331,5.0,7.5,Growing,Excellent
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,26,30,860.8199999999999,28.694,12.259999999999998,3.933333333333333,7.166666666666667,Established,Not Rated
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,2,2,247.99,123.995,20.905,4.0,7.5,Growing,Good
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,2,3,244.9,81.63333333333334,10.403333333333334,2.3333333333333335,18.0,Growing,Not Rated
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,7,7,1165.5,166.5,14.56857142857143,4.857142857142857,7.571428571428571,Established,Not Rated
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,121,148,15744.0,106.37837837837837,15.963310810810812,3.643835616438356,10.386206896551725,Top Seller,Not Rated
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,1,1,125.9,125.9,11.49,4.0,,Emerging,Good
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,SP,1,1,146.99,146.99,21.3,1.0,21.0,Emerging,Poor
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,27,31,1866.76,60.21806451612903,14.086129032258064,4.266666666666667,5.290322580645161,Established,Not Rated
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,31,32,4248.91,132.7784375,25.4640625,4.133333333333334,14.290322580645162,Top Seller,Not Rated
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,3,3,4799.87,1599.9566666666667,24.830000000000002,3.6666666666666665,15.333333333333334,Top Seller,Not Rated
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,307,340,16055.87,47.22314705882353,13.326176470588234,4.437869822485207,10.691394658753708,Top Seller,Not Rated
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,1,1,95.0,95.0,38.96,4.0,24.0,Emerging,Good
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,9,9,1189.28,132.14222222222222,20.82888888888889,4.777777777777778,10.88888888888889,Established,Not Rated
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,7,7,6772.0,967.4285714285714,37.74142857142857,4.428571428571429,11.0,Top Seller,Not Rated
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,2,2,290.26,145.13,18.9,5.0,24.0,Growing,Excellent
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,6,18,509.0,28.27777777777778,13.037222222222221,2.2222222222222223,10.882352941176471,Growing,Not Rated
